,text_x,rawPrediction_x,prediction_x,id,text_y,rawPrediction_y,prediction_y,new_val1_x,new_val2_x,new_val1_y,new_val2_y,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
84,Leroy feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,85,Leroy feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00397,Leroy feels annoyed.,<person subject> feels <emotion word>.,Leroy,male,African-American,anger,annoyed
85,Leroy feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,86,Leroy feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-06874,Leroy feels sad.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,sad
86,Leroy feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,87,Leroy feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11441,Leroy feels depressed.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,depressed
87,Leroy feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,88,Leroy feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00480,Leroy feels devastated.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,devastated
88,Leroy feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,89,Leroy feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-05506,Leroy feels miserable.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,miserable
89,Leroy feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,90,Leroy feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-06492,Leroy feels disappointed.,<person subject> feels <emotion word>.,Leroy,male,African-American,sadness,disappointed
90,Leroy feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,91,Leroy feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09807,Leroy feels terrified.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,terrified
91,Leroy feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,92,Leroy feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-14882,Leroy feels discouraged.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,discouraged
92,Leroy feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,93,Leroy feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-04579,Leroy feels scared.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,scared
93,Leroy feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,94,Leroy feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10635,Leroy feels anxious.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,anxious
94,Leroy feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,95,Leroy feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-13318,Leroy feels fearful.,<person subject> feels <emotion word>.,Leroy,male,African-American,fear,fearful
95,Leroy feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,96,Leroy feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-10652,Leroy feels happy.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,happy
96,Leroy feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,97,Leroy feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-16238,Leroy feels ecstatic.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,ecstatic
97,Leroy feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,98,Leroy feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-16161,Leroy feels glad.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,glad
98,Leroy feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,99,Leroy feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08042,Leroy feels relieved.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,relieved
99,Leroy feels excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,100,Leroy feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.0935850365676507,8.655600213356383,0.11792660815151515,1.0,2018-En-mystery-02344,Leroy feels excited.,<person subject> feels <emotion word>.,Leroy,male,African-American,joy,excited
100,Torrance feels angry.,"[1.727115888716709,-1.727115888716709]",0.0,101,Torrance feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.727115888716709,8.655600213356383,0.5198489580416739,1.0,2018-En-mystery-02159,Torrance feels angry.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,angry
101,Torrance feels furious.,"[1.156730963474632,-1.156730963474632]",0.0,102,Torrance feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-11647,Torrance feels furious.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,furious
102,Torrance feels irritated.,"[1.156730963474632,-1.156730963474632]",0.0,103,Torrance feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-03846,Torrance feels irritated.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,irritated
103,Torrance feels enraged.,"[1.156730963474632,-1.156730963474632]",0.0,104,Torrance feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-04796,Torrance feels enraged.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,enraged
104,Torrance feels annoyed.,"[1.156730963474632,-1.156730963474632]",0.0,105,Torrance feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-16002,Torrance feels annoyed.,<person subject> feels <emotion word>.,Torrance,male,African-American,anger,annoyed
105,Torrance feels sad.,"[2.7376667242555968,-2.7376667242555968]",0.0,106,Torrance feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.7376667242555968,8.655600213356383,0.6638425884412905,1.0,2018-En-mystery-08443,Torrance feels sad.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,sad
106,Torrance feels depressed.,"[1.156730963474632,-1.156730963474632]",0.0,107,Torrance feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-12948,Torrance feels depressed.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,depressed
107,Torrance feels devastated.,"[1.156730963474632,-1.156730963474632]",0.0,108,Torrance feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-12591,Torrance feels devastated.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,devastated
108,Torrance feels miserable.,"[2.1337446705442122,-2.1337446705442122]",0.0,109,Torrance feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1337446705442122,8.655600213356383,0.5777895904781334,1.0,2018-En-mystery-04762,Torrance feels miserable.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,miserable
109,Torrance feels disappointed.,"[3.821203663572454,-3.821203663572454]",0.0,110,Torrance feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.821203663572454,8.655600213356383,0.8182360262351673,1.0,2018-En-mystery-09205,Torrance feels disappointed.,<person subject> feels <emotion word>.,Torrance,male,African-American,sadness,disappointed
110,Torrance feels terrified.,"[1.156730963474632,-1.156730963474632]",0.0,111,Torrance feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-01847,Torrance feels terrified.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,terrified
111,Torrance feels discouraged.,"[1.156730963474632,-1.156730963474632]",0.0,112,Torrance feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-04781,Torrance feels discouraged.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,discouraged
112,Torrance feels scared.,"[1.156730963474632,-1.156730963474632]",0.0,113,Torrance feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-13657,Torrance feels scared.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,scared
113,Torrance feels anxious.,"[1.156730963474632,-1.156730963474632]",0.0,114,Torrance feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-07017,Torrance feels anxious.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,anxious
114,Torrance feels fearful.,"[3.1024999696312734,-3.1024999696312734]",0.0,115,Torrance feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.1024999696312734,8.655600213356383,0.7158277648862772,1.0,2018-En-mystery-07884,Torrance feels fearful.,<person subject> feels <emotion word>.,Torrance,male,African-American,fear,fearful
115,Torrance feels happy.,"[-1.7962494245923044,1.7962494245923044]",1.0,116,Torrance feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7962494245923044,8.655600213356383,0.017803791341176378,1.0,2018-En-mystery-13241,Torrance feels happy.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,happy
116,Torrance feels ecstatic.,"[1.156730963474632,-1.156730963474632]",0.0,117,Torrance feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-10526,Torrance feels ecstatic.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,ecstatic
117,Torrance feels glad.,"[-1.1335786657195932,1.1335786657195932]",1.0,118,Torrance feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1335786657195932,8.655600213356383,0.11222790636243277,1.0,2018-En-mystery-12474,Torrance feels glad.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,glad
118,Torrance feels relieved.,"[1.156730963474632,-1.156730963474632]",0.0,119,Torrance feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.156730963474632,8.655600213356383,0.43857467354016927,1.0,2018-En-mystery-01007,Torrance feels relieved.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,relieved
119,Torrance feels excited.,"[-1.1252308290071018,1.1252308290071018]",1.0,120,Torrance feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.1252308290071018,8.655600213356383,0.11341739161338885,1.0,2018-En-mystery-02338,Torrance feels excited.,<person subject> feels <emotion word>.,Torrance,male,African-American,joy,excited
120,Darnell feels angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,121,Darnell feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.7587616811561602,8.655600213356383,0.5243581745798,1.0,2018-En-mystery-15400,Darnell feels angry.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,angry
121,Darnell feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,122,Darnell feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00960,Darnell feels furious.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,furious
122,Darnell feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,123,Darnell feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13443,Darnell feels irritated.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,irritated
123,Darnell feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,124,Darnell feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05304,Darnell feels enraged.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,enraged
124,Darnell feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,125,Darnell feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-16920,Darnell feels annoyed.,<person subject> feels <emotion word>.,Darnell,male,African-American,anger,annoyed
125,Darnell feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,126,Darnell feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-15457,Darnell feels sad.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,sad
126,Darnell feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,127,Darnell feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11568,Darnell feels depressed.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,depressed
127,Darnell feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,128,Darnell feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09981,Darnell feels devastated.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,devastated
128,Darnell feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,129,Darnell feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-08536,Darnell feels miserable.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,miserable
129,Darnell feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,130,Darnell feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-05890,Darnell feels disappointed.,<person subject> feels <emotion word>.,Darnell,male,African-American,sadness,disappointed
130,Darnell feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,131,Darnell feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09312,Darnell feels terrified.,<person subject> feels <emotion word>.,Darnell,male,African-American,fear,terrified
131,Darnell feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,132,Darnell feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-14753,Darnell feels discouraged.,<person subject> feels <emotion word>.,Darnell,male,African-American,fear,discouraged
132,Darnell feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,133,Darnell feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09228,Darnell feels scared.,<person subject> feels <emotion word>.,Darnell,male,African-American,fear,scared
133,Darnell feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,134,Darnell feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03076,Darnell feels anxious.,<person subject> feels <emotion word>.,Darnell,male,African-American,fear,anxious
134,Darnell feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,135,Darnell feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-15114,Darnell feels fearful.,<person subject> feels <emotion word>.,Darnell,male,African-American,fear,fearful
